particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Exposure margin reversed for NSE F&O,2024-04-30,NSE-F&O - Z,Delivery Voucher,0.000000,249866.050000,26318.977345
Span margin blocked for NSE F&O,2024-04-30,NSE-F&O - Z,Delivery Voucher,507218.000000,0.000000,-480899.022655
Exposure margin blocked for NSE F&O,2024-04-30,NSE-F&O - Z,Delivery Voucher,249996.510000,0.000000,-730895.532655
Span margin reversed for NSE F&O,2024-05-02,NSE-F&O - Z,Delivery Voucher,0.000000,507218.000000,-223677.532655
Exposure margin reversed for NSE F&O,2024-05-02,NSE-F&O - Z,Delivery Voucher,0.000000,249996.510000,26318.977345
Net obligation for Equity F&O,2024-05-02,NSE-F&O - Z,Book Voucher,0.000000,1830.688582,28149.665927
Span margin blocked for NSE F&O,2024-05-02,NSE-F&O - Z,Delivery Voucher,553691.250000,0.000000,-525541.584073
Exposure margin blocked for NSE F&O,2024-05-02,NSE-F&O - Z,Delivery Voucher,277871.740000,0.000000,-803413.324073
Span margin reversed for NSE F&O,2024-05-03,NSE-F&O - Z,Delivery Voucher,0.000000,553691.250000,-249722.074073
Exposure margin reversed for NSE F&O,2024-05-03,NSE-F&O - Z,Delivery Voucher,0.000000,277871.740000,28149.665927
Net obligation for Equity F&O,2024-05-03,NSE-F&O - Z,Book Voucher,0.000000,29177.790614,57327.456541
Span margin blocked for NSE F&O,2024-05-03,NSE-F&O - Z,Delivery Voucher,1019060.500000,0.000000,-961733.043459
Exposure margin blocked for NSE F&O,2024-05-03,NSE-F&O - Z,Delivery Voucher,488175.930000,0.000000,-1449908.973459
Span margin reversed for NSE F&O,2024-05-06,NSE-F&O - Z,Delivery Voucher,0.000000,1019060.500000,-430848.473459
Exposure margin reversed for NSE F&O,2024-05-06,NSE-F&O - Z,Delivery Voucher,0.000000,488175.930000,57327.456541
Net obligation for Equity F&O,2024-05-06,NSE-F&O - Z,Book Voucher,47118.750000,0.000000,10208.706541
Span margin blocked for NSE F&O,2024-05-06,NSE-F&O - Z,Delivery Voucher,1095821.250000,0.000000,-1085612.543459
Exposure margin blocked for NSE F&O,2024-05-06,NSE-F&O - Z,Delivery Voucher,473441.330000,0.000000,-1559053.873459
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number HS92412842915897,2024-05-07,NSE-EQ - Z,Bank Receipts,0.000000,10.000000,-1559043.873459
Funds added using UPI from ZH5597 with reference number 412875521486,2024-05-07,NSE-EQ - Z,Bank Receipts,0.000000,30000.000000,-1529043.873459
Span margin reversed for NSE F&O,2024-05-07,NSE-F&O - Z,Delivery Voucher,0.000000,1095821.250000,-433222.623459
Exposure margin reversed for NSE F&O,2024-05-07,NSE-F&O - Z,Delivery Voucher,0.000000,473441.330000,40218.706541
Net obligation for Equity F&O,2024-05-07,NSE-F&O - Z,Book Voucher,20081.250000,0.000000,20137.456541
Span margin blocked for NSE F&O,2024-05-07,NSE-F&O - Z,Delivery Voucher,1116402.250000,0.000000,-1096264.793459
Exposure margin blocked for NSE F&O,2024-05-07,NSE-F&O - Z,Delivery Voucher,469370.080000,0.000000,-1565634.873459
DP Charges for Sale of LIQUIDCASE on 08/05/2024,2024-05-08,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-1565650.803459
Net settlement for Equity with settlement number: 2024086,2024-05-08,NSE-EQ - Z,Book Voucher,0.000000,7958.840535,-1557691.962924
Span margin reversed for NSE F&O,2024-05-08,NSE-F&O - Z,Delivery Voucher,0.000000,1116402.250000,-441289.712924
Exposure margin reversed for NSE F&O,2024-05-08,NSE-F&O - Z,Delivery Voucher,0.000000,469370.080000,28080.367076
Net obligation for Equity F&O,2024-05-08,NSE-F&O - Z,Book Voucher,0.000000,16537.500000,44617.867076
Span margin blocked for NSE F&O,2024-05-08,NSE-F&O - Z,Delivery Voucher,1086700.000000,0.000000,-1042082.132924
Exposure margin blocked for NSE F&O,2024-05-08,NSE-F&O - Z,Delivery Voucher,477271.160000,0.000000,-1519353.292924
Span margin reversed for NSE F&O,2024-05-09,NSE-F&O - Z,Delivery Voucher,0.000000,1086700.000000,-432653.292924
Exposure margin reversed for NSE F&O,2024-05-09,NSE-F&O - Z,Delivery Voucher,0.000000,477271.160000,44617.867076
Net obligation for Equity F&O,2024-05-09,NSE-F&O - Z,Book Voucher,37668.750000,0.000000,6949.117076
Span margin blocked for NSE F&O,2024-05-09,NSE-F&O - Z,Delivery Voucher,845299.500000,0.000000,-838350.382924
Exposure margin blocked for NSE F&O,2024-05-09,NSE-F&O - Z,Delivery Voucher,354903.960000,0.000000,-1193254.342924
Span margin reversed for NSE F&O,2024-05-10,NSE-F&O - Z,Delivery Voucher,0.000000,845299.500000,-347954.842924
Exposure margin reversed for NSE F&O,2024-05-10,NSE-F&O - Z,Delivery Voucher,0.000000,354903.960000,6949.117076
Net obligation for Equity F&O,2024-05-10,NSE-F&O - Z,Book Voucher,0.000000,4987.500000,11936.617076
Span margin blocked for NSE F&O,2024-05-10,NSE-F&O - Z,Delivery Voucher,826369.500000,0.000000,-814432.882924
Exposure margin blocked for NSE F&O,2024-05-10,NSE-F&O - Z,Delivery Voucher,356797.860000,0.000000,-1171230.742924
Funds added using UPI from ZH5597 with reference number 413471372478,2024-05-13,NSE-EQ - Z,Bank Receipts,0.000000,60000.000000,-1111230.742924
Span margin reversed for NSE F&O,2024-05-13,NSE-F&O - Z,Delivery Voucher,0.000000,826369.500000,-284861.242924
Exposure margin reversed for NSE F&O,2024-05-13,NSE-F&O - Z,Delivery Voucher,0.000000,356797.860000,71936.617076
Net obligation for Equity F&O,2024-05-13,NSE-F&O - Z,Book Voucher,0.000000,25227.015447,97163.632523
Span margin blocked for NSE F&O,2024-05-13,NSE-F&O - Z,Delivery Voucher,879449.250000,0.000000,-782285.617477
Exposure margin blocked for NSE F&O,2024-05-13,NSE-F&O - Z,Delivery Voucher,409064.070000,0.000000,-1191349.687477
Net settlement for Equity with settlement number: 2024090,2024-05-14,NSE-EQ - Z,Book Voucher,66629.697492,0.000000,-1257979.384969
Span margin reversed for NSE F&O,2024-05-14,NSE-F&O - Z,Delivery Voucher,0.000000,879449.250000,-378530.134969
Exposure margin reversed for NSE F&O,2024-05-14,NSE-F&O - Z,Delivery Voucher,0.000000,409064.070000,30533.935031
Net obligation for Equity F&O,2024-05-14,NSE-F&O - Z,Book Voucher,0.000000,12862.500000,43396.435031
Span margin blocked for NSE F&O,2024-05-14,NSE-F&O - Z,Delivery Voucher,875578.250000,0.000000,-832181.814969
Exposure margin blocked for NSE F&O,2024-05-14,NSE-F&O - Z,Delivery Voucher,411093.030000,0.000000,-1243274.844969
DP Charges for Sale of AADHARHFC on 15/05/2024,2024-05-15,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-1243290.774969
Net settlement for Equity with settlement number: 2024091,2024-05-15,NSE-EQ - Z,Book Voucher,0.000000,14947.084365,-1228343.690604
Span margin reversed for NSE F&O,2024-05-15,NSE-F&O - Z,Delivery Voucher,0.000000,875578.250000,-352765.440604
Exposure margin reversed for NSE F&O,2024-05-15,NSE-F&O - Z,Delivery Voucher,0.000000,411093.030000,58327.589396
Net obligation for Equity F&O,2024-05-15,NSE-F&O - Z,Book Voucher,0.000000,7087.500000,65415.089396
Span margin blocked for NSE F&O,2024-05-15,NSE-F&O - Z,Delivery Voucher,880702.500000,0.000000,-815287.410604
Exposure margin blocked for NSE F&O,2024-05-15,NSE-F&O - Z,Delivery Voucher,411846.330000,0.000000,-1227133.740604
Span margin reversed for NSE F&O,2024-05-16,NSE-F&O - Z,Delivery Voucher,0.000000,880702.500000,-346431.240604
Exposure margin reversed for NSE F&O,2024-05-16,NSE-F&O - Z,Delivery Voucher,0.000000,411846.330000,65415.089396
Net obligation for Equity F&O,2024-05-16,NSE-F&O - Z,Book Voucher,0.000000,9843.750000,75258.839396
Span margin blocked for NSE F&O,2024-05-16,NSE-F&O - Z,Delivery Voucher,848833.500000,0.000000,-773574.660604
Exposure margin blocked for NSE F&O,2024-05-16,NSE-F&O - Z,Delivery Voucher,440547.410000,0.000000,-1214122.070604
Span margin reversed for NSE F&O,2024-05-17,NSE-F&O - Z,Delivery Voucher,0.000000,848833.500000,-365288.570604
Exposure margin reversed for NSE F&O,2024-05-17,NSE-F&O - Z,Delivery Voucher,0.000000,440547.410000,75258.839396
Net obligation for Equity F&O,2024-05-17,NSE-F&O - Z,Book Voucher,0.000000,12731.250000,87990.089396
Span margin blocked for NSE F&O,2024-05-17,NSE-F&O - Z,Delivery Voucher,849629.000000,0.000000,-761638.910604
Exposure margin blocked for NSE F&O,2024-05-17,NSE-F&O - Z,Delivery Voucher,442659.510000,0.000000,-1204298.420604
Span margin reversed for NSE F&O,2024-05-18,NSE-F&O - Z,Delivery Voucher,0.000000,849629.000000,-354669.420604
Exposure margin reversed for NSE F&O,2024-05-18,NSE-F&O - Z,Delivery Voucher,0.000000,442659.510000,87990.089396
Net obligation for Equity F&O,2024-05-18,NSE-F&O - Z,Book Voucher,0.000000,27037.500000,115027.589396
Span margin blocked for NSE F&O,2024-05-18,NSE-F&O - Z,Delivery Voucher,852811.000000,0.000000,-737783.410604
Exposure margin blocked for NSE F&O,2024-05-18,NSE-F&O - Z,Delivery Voucher,445621.850000,0.000000,-1183405.260604
Span margin reversed for NSE F&O,2024-05-21,NSE-F&O - Z,Delivery Voucher,0.000000,852811.000000,-330594.260604
Exposure margin reversed for NSE F&O,2024-05-21,NSE-F&O - Z,Delivery Voucher,0.000000,445621.850000,115027.589396
Net obligation for Equity F&O,2024-05-21,NSE-F&O - Z,Book Voucher,0.000000,23887.500000,138915.089396
Span margin blocked for NSE F&O,2024-05-21,NSE-F&O - Z,Delivery Voucher,875478.250000,0.000000,-736563.160604
Exposure margin blocked for NSE F&O,2024-05-21,NSE-F&O - Z,Delivery Voucher,446826.430000,0.000000,-1183389.590604
DP Charges for Sale of IRBINVIT on 22/05/2024,2024-05-22,NSE-EQ - Z,Journal Entry,15.930000,0.000000,-1183405.520604
Span margin reversed for NSE F&O,2024-05-22,NSE-F&O - Z,Delivery Voucher,0.000000,875478.250000,-307927.270604
Exposure margin reversed for NSE F&O,2024-05-22,NSE-F&O - Z,Delivery Voucher,0.000000,446826.430000,138899.159396
Net obligation for Equity F&O,2024-05-22,NSE-F&O - Z,Book Voucher,47643.750000,0.000000,91255.409396
Net settlement for Equity with settlement number: 2024095,2024-05-22,NSE-EQ - Z,Book Voucher,0.000000,65881.770302,157137.179698
Span margin blocked for NSE F&O,2024-05-22,NSE-F&O - Z,Delivery Voucher,875748.000000,0.000000,-718610.820302
Exposure margin blocked for NSE F&O,2024-05-22,NSE-F&O - Z,Delivery Voucher,523724.280000,0.000000,-1242335.100302
Payout of 70000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2024-05-22 with reference number 5e1c2eab68,2024-05-22,NSE-EQ - Z,Bank Payments,70000.000000,0.000000,-1312335.100302
Span margin reversed for NSE F&O,2024-05-23,NSE-F&O - Z,Delivery Voucher,0.000000,875748.000000,-436587.100302
Exposure margin reversed for NSE F&O,2024-05-23,NSE-F&O - Z,Delivery Voucher,0.000000,523724.280000,87137.179698
Net obligation for Equity F&O,2024-05-23,NSE-F&O - Z,Book Voucher,0.000000,8873.389595,96010.569293
Span margin blocked for NSE F&O,2024-05-23,NSE-F&O - Z,Delivery Voucher,1070154.000000,0.000000,-974143.430707
Exposure margin blocked for NSE F&O,2024-05-23,NSE-F&O - Z,Delivery Voucher,601888.280000,0.000000,-1576031.710707
Payout of 20000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2024-05-23 with reference number 1e4cbf6260,2024-05-23,NSE-EQ - Z,Bank Payments,20000.000000,0.000000,-1596031.710707
Span margin reversed for NSE F&O,2024-05-24,NSE-F&O - Z,Delivery Voucher,0.000000,1070154.000000,-525877.710707
Exposure margin reversed for NSE F&O,2024-05-24,NSE-F&O - Z,Delivery Voucher,0.000000,601888.280000,76010.569293
Net obligation for Equity F&O,2024-05-24,NSE-F&O - Z,Book Voucher,0.000000,2756.250000,78766.819293
Span margin blocked for NSE F&O,2024-05-24,NSE-F&O - Z,Delivery Voucher,1049843.750000,0.000000,-971076.930707
Exposure margin blocked for NSE F&O,2024-05-24,NSE-F&O - Z,Delivery Voucher,566046.090000,0.000000,-1537123.020707
Payout of 30000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2024-05-24 with reference number 7157ca69f0,2024-05-24,NSE-EQ - Z,Bank Payments,30000.000000,0.000000,-1567123.020707
Span margin reversed for NSE F&O,2024-05-27,NSE-F&O - Z,Delivery Voucher,0.000000,1049843.750000,-517279.270707
Exposure margin reversed for NSE F&O,2024-05-27,NSE-F&O - Z,Delivery Voucher,0.000000,566046.090000,48766.819293
Net obligation for Equity F&O,2024-05-27,NSE-F&O - Z,Book Voucher,17850.000000,0.000000,30916.819293
Span margin blocked for NSE F&O,2024-05-27,NSE-F&O - Z,Delivery Voucher,1007402.000000,0.000000,-976485.180707
Exposure margin blocked for NSE F&O,2024-05-27,NSE-F&O - Z,Delivery Voucher,570805.880000,0.000000,-1547291.060707
Span margin reversed for NSE F&O,2024-05-28,NSE-F&O - Z,Delivery Voucher,0.000000,1007402.000000,-539889.060707
Exposure margin reversed for NSE F&O,2024-05-28,NSE-F&O - Z,Delivery Voucher,0.000000,570805.880000,30916.819293
Net obligation for Equity F&O,2024-05-28,NSE-F&O - Z,Book Voucher,17850.000000,0.000000,13066.819293
Span margin blocked for NSE F&O,2024-05-28,NSE-F&O - Z,Delivery Voucher,993709.750000,0.000000,-980642.930707
Exposure margin blocked for NSE F&O,2024-05-28,NSE-F&O - Z,Delivery Voucher,623220.870000,0.000000,-1603863.800707
Span margin reversed for NSE F&O,2024-05-29,NSE-F&O - Z,Delivery Voucher,0.000000,993709.750000,-610154.050707
Exposure margin reversed for NSE F&O,2024-05-29,NSE-F&O - Z,Delivery Voucher,0.000000,623220.870000,13066.819293
Net obligation for Equity F&O,2024-05-29,NSE-F&O - Z,Book Voucher,0.000000,43702.124764,56768.944057
Span margin blocked for NSE F&O,2024-05-29,NSE-F&O - Z,Delivery Voucher,845942.500000,0.000000,-789173.555943
Exposure margin blocked for NSE F&O,2024-05-29,NSE-F&O - Z,Delivery Voucher,583143.290000,0.000000,-1372316.845943
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 415110268981,2024-05-30,NSE-EQ - Z,Bank Receipts,0.000000,128000.000000,-1244316.845943
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number IDFBH24151088340,2024-05-30,NSE-EQ - Z,Bank Receipts,0.000000,77000.000000,-1167316.845943
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number HS92415144938555,2024-05-30,NSE-EQ - Z,Bank Receipts,0.000000,50000.000000,-1117316.845943
Span margin reversed for NSE F&O,2024-05-30,NSE-F&O - Z,Delivery Voucher,0.000000,845942.500000,-271374.345943
Exposure margin reversed for NSE F&O,2024-05-30,NSE-F&O - Z,Delivery Voucher,0.000000,583143.290000,311768.944057
Net obligation for Equity F&O,2024-05-30,NSE-F&O - Z,Book Voucher,9015.975864,0.000000,302752.968193
Span margin blocked for NSE F&O,2024-05-30,NSE-F&O - Z,Delivery Voucher,192884.750000,0.000000,109868.218193
Exposure margin blocked for NSE F&O,2024-05-30,NSE-F&O - Z,Delivery Voucher,80503.170000,0.000000,29365.048193
Span margin reversed for NSE F&O,2024-05-31,NSE-F&O - Z,Delivery Voucher,0.000000,192884.750000,222249.798193
Exposure margin reversed for NSE F&O,2024-05-31,NSE-F&O - Z,Delivery Voucher,0.000000,80503.170000,302752.968193
Net obligation for Equity F&O,2024-05-31,NSE-F&O - Z,Book Voucher,0.000000,19031.250000,321784.218193
Span margin blocked for NSE F&O,2024-05-31,NSE-F&O - Z,Delivery Voucher,197583.750000,0.000000,124200.468193
Exposure margin blocked for NSE F&O,2024-05-31,NSE-F&O - Z,Delivery Voucher,55083.660000,0.000000,69116.808193
Payout of 290000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2024-05-31 with reference number 8718968175,2024-05-31,NSE-EQ - Z,Bank Payments,290000.000000,0.000000,-220883.191807
Span margin reversed for NSE F&O,2024-06-03,NSE-F&O - Z,Delivery Voucher,0.000000,197583.750000,-23299.441807
Exposure margin reversed for NSE F&O,2024-06-03,NSE-F&O - Z,Delivery Voucher,0.000000,55083.660000,31784.218193
Net obligation for Equity F&O,2024-06-03,NSE-F&O - Z,Book Voucher,0.000000,34125.000000,65909.218193
Span margin blocked for NSE F&O,2024-06-03,NSE-F&O - Z,Delivery Voucher,203069.750000,0.000000,-137160.531807
Exposure margin blocked for NSE F&O,2024-06-03,NSE-F&O - Z,Delivery Voucher,57431.060000,0.000000,-194591.591807
Span margin reversed for NSE F&O,2024-06-04,NSE-F&O - Z,Delivery Voucher,0.000000,203069.750000,8478.158193
Exposure margin reversed for NSE F&O,2024-06-04,NSE-F&O - Z,Delivery Voucher,0.000000,57431.060000,65909.218193
Net obligation for Equity F&O,2024-06-04,NSE-F&O - Z,Book Voucher,174825.000000,0.000000,-108915.781807
Span margin blocked for NSE F&O,2024-06-04,NSE-F&O - Z,Delivery Voucher,192097.250000,0.000000,-301013.031807
Exposure margin blocked for NSE F&O,2024-06-04,NSE-F&O - Z,Delivery Voucher,45344.910000,0.000000,-346357.941807
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 415620550835,2024-06-04,NSE-EQ - Z,Bank Receipts,0.000000,70000.000000,-276357.941807
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 415709404153,2024-06-05,NSE-EQ - Z,Bank Receipts,0.000000,70000.000000,-206357.941807
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 415710545154,2024-06-05,NSE-EQ - Z,Bank Receipts,0.000000,30000.000000,-176357.941807
Span margin reversed for NSE F&O,2024-06-05,NSE-F&O - Z,Delivery Voucher,0.000000,192097.250000,15739.308193
Exposure margin reversed for NSE F&O,2024-06-05,NSE-F&O - Z,Delivery Voucher,0.000000,45344.910000,61084.218193
Net obligation for Equity F&O,2024-06-05,NSE-F&O - Z,Book Voucher,0.000000,39407.241895,100491.460088
Span margin blocked for NSE F&O,2024-06-05,NSE-F&O - Z,Delivery Voucher,311051.750000,0.000000,-210560.289912
Exposure margin blocked for NSE F&O,2024-06-05,NSE-F&O - Z,Delivery Voucher,79701.690000,0.000000,-290261.979912
Span margin reversed for NSE F&O,2024-06-06,NSE-F&O - Z,Delivery Voucher,0.000000,311051.750000,20789.770088
Exposure margin reversed for NSE F&O,2024-06-06,NSE-F&O - Z,Delivery Voucher,0.000000,79701.690000,100491.460088
Net obligation for Equity F&O,2024-06-06,NSE-F&O - Z,Book Voucher,0.000000,61293.750000,161785.210088
Span margin blocked for NSE F&O,2024-06-06,NSE-F&O - Z,Delivery Voucher,323870.750000,0.000000,-162085.539912
Exposure margin blocked for NSE F&O,2024-06-06,NSE-F&O - Z,Delivery Voucher,84659.400000,0.000000,-246744.939912
Payout of 70000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2024-06-06 with reference number 1a02e04d75,2024-06-06,NSE-EQ - Z,Bank Payments,70000.000000,0.000000,-316744.939912
Net settlement for Equity with settlement number: 2024107,2024-06-07,NSE-EQ - Z,Book Voucher,51320.082466,0.000000,-368065.022378
Span margin reversed for NSE F&O,2024-06-07,NSE-F&O - Z,Delivery Voucher,0.000000,323870.750000,-44194.272378
Exposure margin reversed for NSE F&O,2024-06-07,NSE-F&O - Z,Delivery Voucher,0.000000,84659.400000,40465.127622
Net obligation for Equity F&O,2024-06-07,NSE-F&O - Z,Book Voucher,0.000000,19237.375328,59702.502950
Span margin blocked for NSE F&O,2024-06-07,NSE-F&O - Z,Delivery Voucher,502862.000000,0.000000,-443159.497050
Exposure margin blocked for NSE F&O,2024-06-07,NSE-F&O - Z,Delivery Voucher,202803.930000,0.000000,-645963.427050
Span margin reversed for NSE F&O,2024-06-10,NSE-F&O - Z,Delivery Voucher,0.000000,502862.000000,-143101.427050
Exposure margin reversed for NSE F&O,2024-06-10,NSE-F&O - Z,Delivery Voucher,0.000000,202803.930000,59702.502950
Net obligation for Equity F&O,2024-06-10,NSE-F&O - Z,Book Voucher,1635.277640,0.000000,58067.225310
Span margin blocked for NSE F&O,2024-06-10,NSE-F&O - Z,Delivery Voucher,553513.000000,0.000000,-495445.774690
Exposure margin blocked for NSE F&O,2024-06-10,NSE-F&O - Z,Delivery Voucher,226095.510000,0.000000,-721541.284690
DP Charges for Sale of KRONOX on 11/06/2024,2024-06-11,NSE-EQ - Z,Journal Entry,15.340000,0.000000,-721556.624690
